Image,Type,Complexity,Causes
876.png,meandering,7.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
877.png,meandering,9.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
878.png,block,5.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
879.png,block,5.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
880.png,transverse,7.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
881.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
882.png,meandering,8.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
883.png,crocodile,11.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
884.png,block,5.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
885.png,crescent,4.0,Wearing Course Issues
886.png,transverse,8.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
887.png,block,5.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
888.png,transverse,11.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
889.png,meandering,2.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
890.png,crocodile,4.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
891.png,crocodile,3.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
892.png,crocodile,3.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
893.png,crocodile,6.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
894.png,meandering,5.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
895.png,meandering,6.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
896.png,transverse,7.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
897.png,transverse,8.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
898.png,crocodile,7.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
899.png,crocodile,4.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
900.png,meandering,10.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
901.png,crocodile,7.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
902.png,crocodile,4.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
903.png,crescent,3.0,Wearing Course Issues
904.png,crescent,3.0,Wearing Course Issues
905.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
906.png,crocodile,4.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
907.png,block,3.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
908.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
909.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
910.png,block,5.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
911.png,block,14.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
912.png,meandering,3.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
913.png,meandering,9.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
914.png,block,8.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
915.png,meandering,5.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
916.png,diagonal,7.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Tree Roots"
917.png,crescent,4.0,Wearing Course Issues
918.png,crescent,5.0,Wearing Course Issues
919.png,crescent,13.0,Wearing Course Issues
920.png,crescent,9.0,Wearing Course Issues
921.png,meandering,12.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
922.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
923.png,crescent,9.0,Wearing Course Issues
924.png,block,7.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
925.png,transverse,4.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
926.png,transverse,7.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
927.png,block,7.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
928.png,meandering,9.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
929.png,meandering,5.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
930.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
931.png,transverse,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
932.png,meandering,1.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
933.png,transverse,4.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
934.png,transverse,3.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
935.png,transverse,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
936.png,transverse,4.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
937.png,meandering,9.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
938.png,meandering,3.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
939.png,meandering,3.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
940.png,transverse,3.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
941.png,meandering,5.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
942.png,meandering,8.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
943.png,meandering,9.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
944.png,crescent,4.0,Wearing Course Issues
945.png,diagonal,4.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Tree Roots"
946.png,meandering,6.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
947.png,transverse,4.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
948.png,meandering,8.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
949.png,block,8.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
950.png,block,0.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
951.png,transverse,4.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
952.png,block,11.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
953.png,meandering,14.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
954.png,block,3.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Moisture, Wearing Course Issues"
955.png,block,11.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
956.png,meandering,4.0,Wearing Course Issues
957.png,transverse,13.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
958.png,block,4.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Moisture"
959.png,transverse,8.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
960.png,transverse,12.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Moisture"
961.png,transverse,12.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
962.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots, Wearing Course Issues"
963.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
964.png,transverse,8.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
965.png,meandering,1.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
966.png,crocodile,3.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
967.png,block,5.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Moisture"
968.png,transverse,9.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
969.png,transverse,13.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
970.png,meandering,8.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
971.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
972.png,crocodile,7.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
973.png,meandering,3.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots, Wearing Course Issues"
974.png,crocodile,8.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
975.png,block,7.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
976.png,meandering,7.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
977.png,meandering,8.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
978.png,transverse,7.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
979.png,crescent,10.0,"Wearing Course Issues, Moisture"
980.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots, Wearing Course Issues"
981.png,meandering,11.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
982.png,transverse,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
983.png,transverse,4.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
984.png,transverse,3.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
985.png,transverse,16.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
986.png,transverse,3.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
987.png,transverse,4.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
988.png,meandering,8.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
989.png,meandering,9.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
990.png,meandering,14.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
991.png,meandering,5.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
992.png,diagonal,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Tree Roots"
993.png,diagonal,2.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Tree Roots"
994.png,transverse,8.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
995.png,transverse,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
996.png,meandering,6.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
997.png,meandering,9.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
998.png,meandering,9.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
999.png,meandering,12.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1000.png,block,6.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
1001.png,block,4.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues, Moisture"
1002.png,transverse,4.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1003.png,meandering,5.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots, Wearing Course Issues"
1004.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1005.png,transverse,3.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1006.png,crescent,4.0,"Wearing Course Issues, Moisture"
1007.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1008.png,transverse,4.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1009.png,transverse,5.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues, Moisture"
1010.png,meandering,9.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1011.png,meandering,8.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots, Wearing Course Issues"
1012.png,meandering,5.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots, Wearing Course Issues"
1013.png,block,4.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
1014.png,meandering,3.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1015.png,block,4.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues, Moisture"
1016.png,crocodile,7.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
1017.png,block,6.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues, Moisture"
1018.png,meandering,7.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1019.png,transverse,13.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1020.png,transverse,3.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1021.png,block,4.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1022.png,transverse,11.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1023.png,transverse,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1024.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1025.png,meandering,15.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1026.png,transverse,3.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1027.png,transverse,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1028.png,diagonal,11.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Tree Roots"
1029.png,transverse,5.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Moisture"
1030.png,transverse,8.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1031.png,block,5.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1032.png,meandering,8.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1033.png,longitudinal,4.0,Join Issues
1034.png,meandering,6.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1035.png,block,9.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
1036.png,block,6.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Moisture"
1037.png,block,8.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Moisture"
1038.png,block,16.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
1039.png,meandering,5.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1040.png,transverse,39.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
1041.png,transverse,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1042.png,meandering,9.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1043.png,block,12.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1044.png,transverse,8.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
1045.png,transverse,23.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1046.png,meandering,7.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1047.png,transverse,5.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1048.png,transverse,10.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
1049.png,transverse,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1050.png,transverse,21.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1051.png,transverse,7.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
1052.png,transverse,18.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1053.png,transverse,7.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1054.png,transverse,5.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Moisture"
1055.png,transverse,3.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1056.png,block,5.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1057.png,transverse,5.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1058.png,transverse,7.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1059.png,transverse,5.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
1060.png,transverse,9.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1061.png,crocodile,11.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
1062.png,transverse,3.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
1063.png,meandering,3.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1064.png,diagonal,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Tree Roots"
1065.png,diagonal,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Tree Roots, Moisture"
1066.png,meandering,7.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1067.png,block,2.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1068.png,transverse,5.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1069.png,transverse,5.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Wearing Course Issues"
1070.png,crocodile,8.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
1071.png,crocodile,4.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
1072.png,meandering,10.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1073.png,meandering,1.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1074.png,longitudinal,5.0,Join Issues
1075.png,transverse,4.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1076.png,meandering,3.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1077.png,crocodile,4.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
1078.png,transverse,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Moisture"
1079.png,meandering,4.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1080.png,transverse,8.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1081.png,transverse,14.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1082.png,meandering,11.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1083.png,meandering,16.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1084.png,block,12.0,"Join Issues, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1085.png,crocodile,5.0,"Wearing Course Issues, Moisture, Aged/Hardened Bitumen"
1086.png,transverse,9.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen, Moisture"
1087.png,meandering,5.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1088.png,meandering,2.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1089.png,meandering,13.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1090.png,transverse,6.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1091.png,transverse,8.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1092.png,meandering,6.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
1093.png,transverse,5.0,"Join Issues, Underlying Settlement, Inadequate Slab Thickness, Aged/Hardened Bitumen"
1094.png,meandering,3.0,"Underlying Settlement, Inadequate Slab Thickness, Moisture, Tree Roots"
